           0   1.4315340277062020E-002   1.4743059150493681E-002   1.5377596785374908E-002   1.8353613658626554E-002   2.6115418981754367E-002   5.4601568969789897E-002   9.5937395487116314E-002  0.13409284835333285       0.15289750216019296       0.14711123064118578       0.13189342630635678        2.1902444922406203E-003   3.1227080583888221E-003   2.0419074525156078E-003   2.7795969555672361E-003   2.2602746387162479E-003   2.2710560334482650E-003   2.2503542798476147E-003   2.1602886123117527E-003   1.5987346047107744E-003   1.1390816424679854E-003   1.3651455541542424E-003
           1   1.6230109272501883E-003   2.5129243795531165E-003   2.8479432824049301E-003   4.3437243700438777E-003   1.1104360868915458E-002   3.7576593966523894E-002   7.6750274999978177E-002  0.10998292142195561       0.12370198064414016       0.11556763818922464       0.10050790295122285        1.5697612364772252E-003   2.2737830518385371E-003   1.5886791301188104E-003   2.6859314120354001E-003   1.9880407043728469E-003   1.9155247907055141E-003   2.7477252978594241E-003   2.1829931553286443E-003   1.4868663175100964E-003   1.0053248691949475E-003   1.1242850329498404E-003
           2  -1.0186239057286476E-003   8.1748052030491958E-004  -1.3657486575354668E-003   1.7817015874140492E-005   3.9963162243294133E-003   2.6319358385631784E-002   5.6748873385488063E-002   8.4907211874625341E-002   9.2482397232326610E-002   8.1600241000984147E-002   6.6103938709828475E-002   1.5076298713706520E-003   2.3377568959244139E-003   1.8004224797081140E-003   1.9729122287436311E-003   1.7966891078983484E-003   2.1911251993977860E-003   2.7257281664205073E-003   1.8719193324220995E-003   1.5496582062144958E-003   1.1168293672452756E-003   1.1278406095345992E-003
           3  -4.0075003171218572E-003  -3.2173834082592058E-003  -3.3522592593481521E-003  -2.0980133160491891E-003   1.7308471853793841E-003   1.8096482142767469E-002   4.2799960185464697E-002   6.1439537107132673E-002   6.3229555507493290E-002   5.0322928891525766E-002   3.5712386022936866E-002   1.6504592304299778E-003   1.5516001631278200E-003   1.2776978479426015E-003   1.8043385950835104E-003   1.5149256826898429E-003   1.9963098112012532E-003   1.6621859855976626E-003   1.5144058406264592E-003   1.2161073756207150E-003   1.1361454494620180E-003   1.1450062899966693E-003
           4  -3.9187185762528031E-003  -3.0718511526062124E-003  -5.5886657994343803E-003  -3.7534891297084593E-003  -8.2485994809697316E-004   1.1469713845138249E-002   2.8828032110186159E-002   3.9381392829303634E-002   3.6113986420773798E-002   2.4233403371613893E-002   1.2193385113999018E-002   1.4299854345458133E-003   1.9206883186764167E-003   1.6712672414944977E-003   2.0049296249888466E-003   1.5120085940952827E-003   1.2206408859007818E-003   1.5208357840316806E-003   1.2792309733837899E-003   1.3070270349395800E-003   9.2774879238695374E-004   1.2381589404568240E-003
           5  -4.6413090489304237E-003  -5.8673788856657434E-003  -4.8982728859886656E-003  -4.2556223493898484E-003  -3.1440030510392911E-003   3.6762072730924292E-003   1.4535634959280456E-002   1.7213235017853549E-002   1.2439713424886648E-002   2.9644166683195938E-003  -6.6467553469236502E-003   1.5850933964695003E-003   1.9377501767828928E-003   1.0746515013763300E-003   1.7914885507068663E-003   1.6870767067143624E-003   1.2866849361092413E-003   1.4177266083511134E-003   1.2106742916852648E-003   1.2570013028324880E-003   1.4890589884974930E-003   1.3038257332788081E-003
           6  -4.7407394350492457E-003  -5.6207736547215521E-003  -6.2189722616310247E-003  -5.2049029948507148E-003  -8.1825419066027354E-003  -5.6880334776050678E-003  -2.8116721565056403E-003  -2.9851622237800938E-003  -8.7527242993140734E-003  -1.3922945826820129E-002  -1.8897577925042503E-002   1.1671492873008122E-003   1.9091384989689839E-003   1.4449283220149217E-003   1.3269883155000203E-003   1.5820714830657903E-003   1.5960249852856948E-003   2.0659065206772146E-003   1.1045604639153446E-003   1.3447435673056563E-003   1.1212305607959082E-003   9.0176968919075445E-004
           7  -5.9301903706772633E-003  -8.2915635394699202E-003  -1.0264453015443452E-002  -1.3522194919859476E-002  -1.6494233225384534E-002  -1.5270975091763622E-002  -1.9013580168148938E-002  -2.1837985925324717E-002  -2.6471875902268883E-002  -2.8419999147849592E-002  -2.9417835203329024E-002   1.3369294107880537E-003   1.2410853729933372E-003   1.1802007722001896E-003   1.4115323233898835E-003   1.8964650657340139E-003   2.3216106266585657E-003   1.4388827862765246E-003   1.0261386237423236E-003   1.7493419014447192E-003   1.2017126469522727E-003   1.0350048721606804E-003
           8  -1.0958680965585808E-002  -1.4352753146937014E-002  -1.7145517493878062E-002  -2.3877120574008755E-002  -2.7163344917500772E-002  -3.1655736783854319E-002  -3.7381882113314169E-002  -3.6887832300996300E-002  -3.8806012761513714E-002  -3.8273246551340165E-002  -3.5662584132626511E-002   2.1403718760486445E-003   1.4145356596901170E-003   1.5082432839577519E-003   1.2626708371284913E-003   1.2963475684036230E-003   1.4881726728104689E-003   1.0382117387351998E-003   1.4490900816320018E-003   1.7968426401438703E-003   1.0874278307684393E-003   8.9673185120990606E-004
           9  -1.8991972940893609E-002  -2.3082038111234375E-002  -2.6963448554805852E-002  -3.4236469016202878E-002  -3.7433721339499529E-002  -4.3434979274352442E-002  -4.9396610936842743E-002  -4.6025549028789220E-002  -4.5003171055177919E-002  -4.1942538786474803E-002  -3.7111501584052665E-002   2.8368046855468060E-003   1.7074767399258895E-003   1.1415452514683077E-003   1.2408980370817737E-003   1.4694317596690295E-003   1.8107100215838570E-003   2.3609493588568789E-003   1.3150536404338271E-003   1.8873490739008804E-003   1.1817068156028141E-003   1.3415539403226213E-003
